No,;Time;Source;Destination;;time 1;time 2;delay;delay 1;delay 2;jitter
9300;48,029829;192,168,80,187;202,67,42,206;;48,029829;48,029986;0,000157;-1,1E-05;0,000168;0,000179
9301;48,029986;192,168,80,187;202,67,42,206;;48,029986;48,030154;0,000168;-0,000128;0,000296;0,000424
9302;48,030154;192,168,80,187;202,67,42,206;;48,030154;48,030450;0,000296;0,000147;0,000149;2E-06
9303;48,030450;192,168,80,187;202,67,42,206;;48,030450;48,030599;0,000149;2,5E-05;0,000124;9,9E-05
9304;48,030599;192,168,80,187;202,67,42,206;;48,030599;48,030723;0,000124;8,1E-05;4,3E-05;-3,8E-05
9305;48,030723;192,168,80,187;202,67,42,206;;48,030723;48,030766;4,3E-05;-3,2E-05;7,5E-05;0,000107
9306;48,030766;202,67,42,206;192,168,80,187;;48,030766;48,030841;7,5E-05;-6,8E-05;0,000143;0,000211
9307;48,030841;192,168,80,187;202,67,42,206;;48,030841;48,030984;0,000143;-0,001281;0,001424;0,002705
9308;48,030984;192,168,80,187;202,67,42,206;;48,030984;48,032408;0,001424;0,001404;2E-05;-0,001384
9309;48,032408;202,67,42,206;192,168,80,187;;48,032408;48,032428;2E-05;-0,000175;0,000195;0,00037
9310;48,032428;202,67,42,206;192,168,80,187;;48,032428;48,032623;0,000195;5,4E-05;0,000141;8,7E-05
9311;48,032623;192,168,80,187;202,67,42,206;;48,032623;48,032764;0,000141;-0,000743;0,000884;0,001627
9312;48,032764;192,168,80,187;202,67,42,206;;48,032764;48,033648;0,000884;0,000863;2,1E-05;-0,000842
9313;48,033648;202,67,42,206;192,168,80,187;;48,033648;48,033669;2,1E-05;9E-06;1,2E-05;3E-06
9314;48,033669;202,67,42,206;192,168,80,187;;48,033669;48,033681;1,2E-05;0;1,2E-05;1,2E-05
9315;48,033681;202,67,42,206;192,168,80,187;;48,033681;48,033693;1,2E-05;-0,000203;0,000215;0,000418
9316;48,033693;202,67,42,206;192,168,80,187;;48,033693;48,033908;0,000215;3,7E-05;0,000178;0,000141
9317;48,033908;192,168,80,187;202,67,42,206;;48,033908;48,034086;0,000178;-4,2E-05;0,00022;0,000262
9318;48,034086;192,168,80,187;202,67,42,206;;48,034086;48,034306;0,00022;-0,005382;0,005602;0,010984
9319;48,034306;192,168,80,187;202,67,42,206;;48,034306;48,039908;0,005602;0,005582;2E-05;-0,005562
9320;48,039908;202,67,42,206;192,168,80,187;;48,039908;48,039928;2E-05;-0,00018;0,0002;0,00038
9321;48,039928;202,67,42,206;192,168,80,187;;48,039928;48,040128;0,0002;6E-05;0,00014;8E-05
9322;48,040128;192,168,80,187;202,67,42,206;;48,040128;48,040268;0,00014;-0,000632;0,000772;0,001404
9323;48,040268;192,168,80,187;202,67,42,206;;48,040268;48,041040;0,000772;0,000549;0,000223;-0,000326
9324;48,041040;202,67,42,206;192,168,80,187;;48,041040;48,041263;0,000223;-0,00293;0,003153;0,006083
9325;48,041263;192,168,80,187;202,67,42,206;;48,041263;48,044416;0,003153;0,00313;2,3E-05;-0,003107
9326;48,044416;202,67,42,206;192,168,80,187;;48,044416;48,044439;2,3E-05;5E-06;1,8E-05;1,3E-05
9327;48,044439;202,67,42,206;192,168,80,187;;48,044439;48,044457;1,8E-05;1,8E-05;0;-1,8E-05
9328;48,044457;202,67,42,206;192,168,80,187;;48,044457;48,044457;0;0;0;0
9329;48,044457;202,67,42,206;192,168,80,187;;48,044457;48,044457;0;-0,000696;0,000696;0,001392
9330;48,044457;202,67,42,206;192,168,80,187;;48,044457;48,045153;0,000696;0,000548;0,000148;-0,0004
9331;48,045153;192,168,80,187;202,67,42,206;;48,045153;48,045301;0,000148;-5E-05;0,000198;0,000248
9332;48,045301;192,168,80,187;202,67,42,206;;48,045301;48,045499;0,000198;0,000174;2,4E-05;-0,00015
9333;48,045499;202,67,42,206;192,168,80,187;;48,045499;48,045523;2,4E-05;-9,4E-05;0,000118;0,000212
9334;48,045523;202,67,42,206;192,168,80,187;;48,045523;48,045641;0,000118;-2,3E-05;0,000141;0,000164
9335;48,045641;192,168,80,187;202,67,42,206;;48,045641;48,045782;0,000141;-9,1E-05;0,000232;0,000323
9336;48,045782;192,168,80,187;202,67,42,206;;48,045782;48,046014;0,000232;-0,000191;0,000423;0,000614
9337;48,046014;192,168,80,187;202,67,42,206;;48,046014;48,046437;0,000423;0,000264;0,000159;-0,000105
9338;48,046437;192,168,80,187;202,67,42,206;;48,046437;48,046596;0,000159;-0,002922;0,003081;0,006003
9339;48,046596;192,168,80,187;202,67,42,206;;48,046596;48,049677;0,003081;0,003081;0;-0,003081
9340;48,049677;202,67,42,206;192,168,80,187;;48,049677;48,049677;0;-2,2E-05;2,2E-05;4,4E-05
9341;48,049677;202,67,42,206;192,168,80,187;;48,049677;48,049699;2,2E-05;-0,000198;0,00022;0,000418
9342;48,049699;202,67,42,206;192,168,80,187;;48,049699;48,049919;0,00022;7E-05;0,00015;8E-05
9343;48,049919;192,168,80,187;202,67,42,206;;48,049919;48,050069;0,00015;-7,9E-05;0,000229;0,000308
9344;48,050069;192,168,80,187;202,67,42,206;;48,050069;48,050298;0,000229;-0,000234;0,000463;0,000697
9345;48,050298;192,168,80,187;202,67,42,206;;48,050298;48,050761;0,000463;0,000442;2,1E-05;-0,000421
9346;48,050761;202,67,42,206;192,168,80,187;;48,050761;48,050782;2,1E-05;8E-06;1,3E-05;5E-06
9347;48,050782;202,67,42,206;192,168,80,187;;48,050782;48,050795;1,3E-05;1E-06;1,2E-05;1,1E-05
9348;48,050795;202,67,42,206;192,168,80,187;;48,050795;48,050807;1,2E-05;-0,000225;0,000237;0,000462
9349;48,050807;202,67,42,206;192,168,80,187;;48,050807;48,051044;0,000237;8,8E-05;0,000149;6,1E-05
9350;48,051044;192,168,80,187;202,67,42,206;;48,051044;48,051193;0,000149;-9,7E-05;0,000246;0,000343
9351;48,051193;192,168,80,187;202,67,42,206;;48,051193;48,051439;0,000246;0,000102;0,000144;4,2E-05
9352;48,051439;192,168,80,187;202,67,42,206;;48,051439;48,051583;0,000144;-0,002805;0,002949;0,005754
9353;48,051583;192,168,80,187;202,67,42,206;;48,051583;48,054532;0,002949;0,002949;0;-0,002949
9354;48,054532;202,67,42,206;192,168,80,187;;48,054532;48,054532;0;0;0;0
9355;48,054532;202,67,42,206;192,168,80,187;;48,054532;48,054532;0;-2,9E-05;2,9E-05;5,8E-05
9356;48,054532;202,67,42,206;192,168,80,187;;48,054532;48,054561;2,9E-05;2,9E-05;0;-2,9E-05
9357;48,054561;202,67,42,206;192,168,80,187;;48,054561;48,054561;0;0;0;0
9358;48,054561;202,67,42,206;192,168,80,187;;48,054561;48,054561;0;-0,000596;0,000596;0,001192
9359;48,054561;202,67,42,206;192,168,80,187;;48,054561;48,055157;0,000596;0,000456;0,00014;-0,000316
9360;48,055157;192,168,80,187;202,67,42,206;;48,055157;48,055297;0,00014;-8,7E-05;0,000227;0,000314
9361;48,055297;192,168,80,187;202,67,42,206;;48,055297;48,055524;0,000227;0,000102;0,000125;2,3E-05
9362;48,055524;192,168,80,187;202,67,42,206;;48,055524;48,055649;0,000125;9,9E-05;2,6E-05;-7,3E-05
9363;48,055649;202,67,42,206;192,168,80,187;;48,055649;48,055675;2,6E-05;-0,000128;0,000154;0,000282
9364;48,055675;202,67,42,206;192,168,80,187;;48,055675;48,055829;0,000154;-3,9E-05;0,000193;0,000232
9365;48,055829;192,168,80,187;202,67,42,206;;48,055829;48,056022;0,000193;5,5E-05;0,000138;8,3E-05
9366;48,056022;192,168,80,187;202,67,42,206;;48,056022;48,056160;0,000138;-0,000351;0,000489;0,00084
9367;48,056160;192,168,80,187;202,67,42,206;;48,056160;48,056649;0,000489;0,000311;0,000178;-0,000133
9368;48,056649;192,168,80,187;202,67,42,206;;48,056649;48,056827;0,000178;-0,004431;0,004609;0,00904
9369;48,056827;192,168,80,187;202,67,42,206;;48,056827;48,061436;0,004609;0,004609;0;-0,004609
9370;48,061436;202,67,42,206;192,168,80,187;;48,061436;48,061436;0;0;0;0
9371;48,061436;202,67,42,206;192,168,80,187;;48,061436;48,061436;0;0;0;0
9372;48,061436;202,67,42,206;192,168,80,187;;48,061436;48,061436;0;0;0;0
9373;48,061436;202,67,42,206;192,168,80,187;;48,061436;48,061436;0;0;0;0
9374;48,061436;202,67,42,206;192,168,80,187;;48,061436;48,061436;0;0;0;0
9375;48,061436;202,67,42,206;192,168,80,187;;48,061436;48,061436;0;-2,9E-05;2,9E-05;5,8E-05
9376;48,061436;202,67,42,206;192,168,80,187;;48,061436;48,061465;2,9E-05;1,8E-05;1,1E-05;-7E-06
9377;48,061465;202,67,42,206;192,168,80,187;;48,061465;48,061476;1,1E-05;-0,000283;0,000294;0,000577
9378;48,061476;202,67,42,206;192,168,80,187;;48,061476;48,061770;0,000294;0,000151;0,000143;-8E-06
9379;48,061770;192,168,80,187;202,67,42,206;;48,061770;48,061913;0,000143;-9E-05;0,000233;0,000323
9380;48,061913;192,168,80,187;202,67,42,206;;48,061913;48,062146;0,000233;9,7E-05;0,000136;3,9E-05
9381;48,062146;192,168,80,187;202,67,42,206;;48,062146;48,062282;0,000136;-9,5E-05;0,000231;0,000326
9382;48,062282;192,168,80,187;202,67,42,206;;48,062282;48,062513;0,000231;9,5E-05;0,000136;4,1E-05
9383;48,062513;192,168,80,187;202,67,42,206;;48,062513;48,062649;0,000136;-9,5E-05;0,000231;0,000326
9384;48,062649;192,168,80,187;202,67,42,206;;48,062649;48,062880;0,000231;9,7E-05;0,000134;3,7E-05
9385;48,062880;192,168,80,187;202,67,42,206;;48,062880;48,063014;0,000134;-0,002882;0,003016;0,005898
9386;48,063014;192,168,80,187;202,67,42,206;;48,063014;48,066030;0,003016;0,002996;2E-05;-0,002976
9387;48,066030;202,67,42,206;192,168,80,187;;48,066030;48,066050;2E-05;-0,000201;0,000221;0,000422
9388;48,066050;202,67,42,206;192,168,80,187;;48,066050;48,066271;0,000221;5,5E-05;0,000166;0,000111
9389;48,066271;192,168,80,187;202,67,42,206;;48,066271;48,066437;0,000166;-0,000425;0,000591;0,001016
9390;48,066437;192,168,80,187;202,67,42,206;;48,066437;48,067028;0,000591;0,00057;2,1E-05;-0,000549
9391;48,067028;202,67,42,206;192,168,80,187;;48,067028;48,067049;2,1E-05;-0,0002;0,000221;0,000421
9392;48,067049;202,67,42,206;192,168,80,187;;48,067049;48,067270;0,000221;-0,004157;0,004378;0,008535
9393;48,067270;192,168,80,187;202,67,42,206;;48,067270;48,071648;0,004378;0,004356;2,2E-05;-0,004334
9394;48,071648;202,67,42,206;192,168,80,187;;48,071648;48,071670;2,2E-05;-0,001081;0,001103;0,002184
9395;48,071670;202,67,42,206;192,168,80,187;;48,071670;48,072773;0,001103;0,001076;2,7E-05;-0,001049
9396;48,072773;202,67,42,206;192,168,80,187;;48,072773;48,072800;2,7E-05;2,7E-05;0;-2,7E-05
9397;48,072800;202,67,42,206;192,168,80,187;;48,072800;48,072800;0;0;0;0
9398;48,072800;202,67,42,206;192,168,80,187;;48,072800;48,072800;0;-1,6E-05;1,6E-05;3,2E-05
9399;48,072800;202,67,42,206;192,168,80,187;;48,072800;48,072816;1,6E-05;1E-06;1,5E-05;1,4E-05
9400;48,072816;202,67,42,206;192,168,80,187;;48,072816;48,072831;1,5E-05;1,5E-05;0;-1,5E-05
9401;48,072831;202,67,42,206;192,168,80,187;;48,072831;48,072831;0;-0,000248;0,000248;0,000496
9402;48,072831;202,67,42,206;192,168,80,187;;48,072831;48,073079;0,000248;3,5E-05;0,000213;0,000178
9403;48,073079;192,168,80,187;202,67,42,206;;48,073079;48,073292;0,000213;6,3E-05;0,00015;8,7E-05
9404;48,073292;192,168,80,187;202,67,42,206;;48,073292;48,073442;0,00015;-6E-06;0,000156;0,000162
9405;48,073442;192,168,80,187;202,67,42,206;;48,073442;48,073598;0,000156;7E-06;0,000149;0,000142
9406;48,073598;192,168,80,187;202,67,42,206;;48,073598;48,073747;0,000149;1,1E-05;0,000138;0,000127
9407;48,073747;192,168,80,187;202,67,42,206;;48,073747;48,073885;0,000138;0,000126;1,2E-05;-0,000114
9408;48,073885;192,168,80,187;202,67,42,206;;48,073885;48,073897;1,2E-05;-0,000213;0,000225;0,000438
9409;48,073897;202,67,42,206;192,168,80,187;;48,073897;48,074122;0,000225;-0,001813;0,002038;0,003851
9410;48,074122;192,168,80,187;202,67,42,206;;48,074122;48,076160;0,002038;0,00179;0,000248;-0,001542
9411;48,076160;202,67,42,206;192,168,80,187;;48,076160;48,076408;0,000248;-0,000616;0,000864;0,00148
9412;48,076408;192,168,80,187;202,67,42,206;;48,076408;48,077272;0,000864;0,000843;2,1E-05;-0,000822
9413;48,077272;202,67,42,206;192,168,80,187;;48,077272;48,077293;2,1E-05;9E-06;1,2E-05;3E-06
9414;48,077293;202,67,42,206;192,168,80,187;;48,077293;48,077305;1,2E-05;-0,000195;0,000207;0,000402
9415;48,077305;202,67,42,206;192,168,80,187;;48,077305;48,077512;0,000207;3,4E-05;0,000173;0,000139
9416;48,077512;192,168,80,187;202,67,42,206;;48,077512;48,077685;0,000173;-0,000667;0,00084;0,001507
9417;48,077685;192,168,80,187;202,67,42,206;;48,077685;48,078525;0,00084;0,000819;2,1E-05;-0,000798
9418;48,078525;202,67,42,206;192,168,80,187;;48,078525;48,078546;2,1E-05;9E-06;1,2E-05;3E-06
9419;48,078546;202,67,42,206;192,168,80,187;;48,078546;48,078558;1,2E-05;-0,000191;0,000203;0,000394
9420;48,078558;202,67,42,206;192,168,80,187;;48,078558;48,078761;0,000203;5,4E-05;0,000149;9,5E-05
9421;48,078761;192,168,80,187;202,67,42,206;;48,078761;48,078910;0,000149;-8,1E-05;0,00023;0,000311
9422;48,078910;192,168,80,187;202,67,42,206;;48,078910;48,079140;0,00023;-0,000402;0,000632;0,001034
9423;48,079140;192,168,80,187;202,67,42,206;;48,079140;48,079772;0,000632;0,000612;2E-05;-0,000592
9424;48,079772;202,67,42,206;192,168,80,187;;48,079772;48,079792;2E-05;8E-06;1,2E-05;4E-06
9425;48,079792;202,67,42,206;192,168,80,187;;48,079792;48,079804;1,2E-05;-0,000192;0,000204;0,000396
9426;48,079804;202,67,42,206;192,168,80,187;;48,079804;48,080008;0,000204;6,2E-05;0,000142;8E-05
9427;48,080008;192,168,80,187;202,67,42,206;;48,080008;48,080150;0,000142;-8,7E-05;0,000229;0,000316
9428;48,080150;192,168,80,187;202,67,42,206;;48,080150;48,080379;0,000229;-0,000437;0,000666;0,001103
9429;48,080379;192,168,80,187;202,67,42,206;;48,080379;48,081045;0,000666;0,000646;2E-05;-0,000626
9430;48,081045;202,67,42,206;192,168,80,187;;48,081045;48,081065;2E-05;-0,000178;0,000198;0,000376
9431;48,081065;202,67,42,206;192,168,80,187;;48,081065;48,081263;0,000198;5,5E-05;0,000143;8,8E-05
9432;48,081263;192,168,80,187;202,67,42,206;;48,081263;48,081406;0,000143;-0,002106;0,002249;0,004355
9433;48,081406;192,168,80,187;202,67,42,206;;48,081406;48,083655;0,002249;0,002229;2E-05;-0,002209
9434;48,083655;202,67,42,206;192,168,80,187;;48,083655;48,083675;2E-05;-0,000184;0,000204;0,000388
9435;48,083675;202,67,42,206;192,168,80,187;;48,083675;48,083879;0,000204;4,9E-05;0,000155;0,000106
9436;48,083879;192,168,80,187;202,67,42,206;;48,083879;48,084034;0,000155;-0,000603;0,000758;0,001361
9437;48,084034;192,168,80,187;202,67,42,206;;48,084034;48,084792;0,000758;0,000737;2,1E-05;-0,000716
9438;48,084792;202,67,42,206;192,168,80,187;;48,084792;48,084813;2,1E-05;-0,003315;0,003336;0,006651
9439;48,084813;202,67,42,206;192,168,80,187;;48,084813;48,088149;0,003336;0,003306;3E-05;-0,003276
9440;48,088149;202,67,42,206;192,168,80,187;;48,088149;48,088179;3E-05;3E-05;0;-3E-05
9441;48,088179;202,67,42,206;192,168,80,187;;48,088179;48,088179;0;0;0;0
9442;48,088179;202,67,42,206;192,168,80,187;;48,088179;48,088179;0;0;0;0
9443;48,088179;202,67,42,206;192,168,80,187;;48,088179;48,088179;0;-0,000263;0,000263;0,000526
9444;48,088179;202,67,42,206;192,168,80,187;;48,088179;48,088442;0,000263;0,000106;0,000157;5,1E-05
9445;48,088442;192,168,80,187;202,67,42,206;;48,088442;48,088599;0,000157;3,7E-05;0,00012;8,3E-05
9446;48,088599;192,168,80,187;202,67,42,206;;48,088599;48,088719;0,00012;4E-06;0,000116;0,000112
9447;48,088719;192,168,80,187;202,67,42,206;;48,088719;48,088835;0,000116;-0,001696;0,001812;0,003508
9448;48,088835;192,168,80,187;202,67,42,206;;48,088835;48,090647;0,001812;0,001812;0;-0,001812
9449;48,090647;202,67,42,206;192,168,80,187;;48,090647;48,090647;0;-2,6E-05;2,6E-05;5,2E-05
9450;48,090647;202,67,42,206;192,168,80,187;;48,090647;48,090673;2,6E-05;2,6E-05;0;-2,6E-05
9451;48,090673;202,67,42,206;192,168,80,187;;48,090673;48,090673;0;-0,000533;0,000533;0,001066
9452;48,090673;202,67,42,206;192,168,80,187;;48,090673;48,091206;0,000533;0,000316;0,000217;-9,9E-05
9453;48,091206;192,168,80,187;202,67,42,206;;48,091206;48,091423;0,000217;7,7E-05;0,00014;6,3E-05
9454;48,091423;192,168,80,187;202,67,42,206;;48,091423;48,091563;0,00014;-8,7E-05;0,000227;0,000314
9455;48,091563;192,168,80,187;202,67,42,206;;48,091563;48,091790;0,000227;-0,003498;0,003725;0,007223
9456;48,091790;192,168,80,187;202,67,42,206;;48,091790;48,095515;0,003725;0,003535;0,00019;-0,003345
9457;48,095515;202,67,42,206;192,168,80,187;;48,095515;48,095705;0,00019;-0,12541;0,1256;0,25101
9458;48,095705;192,168,80,187;202,67,42,206;;48,095705;48,221305;0,1256;0,125571;2,9E-05;-0,125542
9459;48,221305;202,67,42,206;192,168,80,187;;48,221305;48,221334;2,9E-05;1,5E-05;1,4E-05;-1E-06
9460;48,221334;202,67,42,206;192,168,80,187;;48,221334;48,221348;1,4E-05;-0,000341;0,000355;0,000696
9461;48,221348;202,67,42,206;192,168,80,187;;48,221348;48,221703;0,000355;0,000162;0,000193;3,1E-05
9462;48,221703;192,168,80,187;202,67,42,206;;48,221703;48,221896;0,000193;4,7E-05;0,000146;9,9E-05
9463;48,221896;192,168,80,187;202,67,42,206;;48,221896;48,222042;0,000146;-0,000331;0,000477;0,000808
9464;48,222042;192,168,80,187;202,67,42,206;;48,222042;48,222519;0,000477;0,000477;0;-0,000477
9465;48,222519;202,67,42,206;192,168,80,187;;48,222519;48,222519;0;-2,6E-05;2,6E-05;5,2E-05
9466;48,222519;202,67,42,206;192,168,80,187;;48,222519;48,222545;2,6E-05;2,6E-05;0;-2,6E-05
9467;48,222545;202,67,42,206;192,168,80,187;;48,222545;48,222545;0;-1,8E-05;1,8E-05;3,6E-05
9468;48,222545;202,67,42,206;192,168,80,187;;48,222545;48,222563;1,8E-05;1,8E-05;0;-1,8E-05
9469;48,222563;202,67,42,206;192,168,80,187;;48,222563;48,222563;0;-0,00039;0,00039;0,00078
9470;48,222563;202,67,42,206;192,168,80,187;;48,222563;48,222953;0,00039;0,000184;0,000206;2,2E-05
9471;48,222953;192,168,80,187;202,67,42,206;;48,222953;48,223159;0,000206;6E-05;0,000146;8,6E-05
9472;48,223159;192,168,80,187;202,67,42,206;;48,223159;48,223305;0,000146;8E-06;0,000138;0,00013
9473;48,223305;192,168,80,187;202,67,42,206;;48,223305;48,223443;0,000138;1,6E-05;0,000122;0,000106
9474;48,223443;192,168,80,187;202,67,42,206;;48,223443;48,223565;0,000122;-0,007854;0,007976;0,01583
9475;48,223565;192,168,80,187;202,67,42,206;;48,223565;48,231541;0,007976;0,007976;0;-0,007976
9476;48,231541;202,67,42,206;192,168,80,187;;48,231541;48,231541;0;0;0;0
9477;48,231541;202,67,42,206;192,168,80,187;;48,231541;48,231541;0;-5E-05;5E-05;0,0001
9478;48,231541;202,67,42,206;192,168,80,187;;48,231541;48,231591;5E-05;5E-05;0;-5E-05
9479;48,231591;202,67,42,206;192,168,80,187;;48,231591;48,231591;0;0;0;0
9480;48,231591;202,67,42,206;192,168,80,187;;48,231591;48,231591;0;0;0;0
9481;48,231591;202,67,42,206;192,168,80,187;;48,231591;48,231591;0;0;0;0
9482;48,231591;202,67,42,206;192,168,80,187;;48,231591;48,231591;0;0;0;0
9483;48,231591;202,67,42,206;192,168,80,187;;48,231591;48,231591;0;0;0;0
9484;48,231591;202,67,42,206;192,168,80,187;;48,231591;48,231591;0;0;0;0
9485;48,231591;202,67,42,206;192,168,80,187;;48,231591;48,231591;0;0;0;0
9486;48,231591;202,67,42,206;192,168,80,187;;48,231591;48,231591;0;-0,00035;0,00035;0,0007
9487;48,231591;202,67,42,206;192,168,80,187;;48,231591;48,231941;0,00035;0,000123;0,000227;0,000104
9488;48,231941;192,168,80,187;202,67,42,206;;48,231941;48,232168;0,000227;6,6E-05;0,000161;9,5E-05
9489;48,232168;192,168,80,187;202,67,42,206;;48,232168;48,232329;0,000161;4,2E-05;0,000119;7,7E-05
9490;48,232329;192,168,80,187;202,67,42,206;;48,232329;48,232448;0,000119;-7,10543E-15;0,000119;0,000119
9491;48,232448;192,168,80,187;202,67,42,206;;48,232448;48,232567;0,000119;-4E-06;0,000123;0,000127
9492;48,232567;192,168,80,187;202,67,42,206;;48,232567;48,232690;0,000123;3E-06;0,00012;0,000117
9493;48,232690;192,168,80,187;202,67,42,206;;48,232690;48,232810;0,00012;-1,1E-05;0,000131;0,000142
9494;48,232810;192,168,80,187;202,67,42,206;;48,232810;48,232941;0,000131;1E-05;0,000121;0,000111
9495;48,232941;192,168,80,187;202,67,42,206;;48,232941;48,233062;0,000121;-7E-06;0,000128;0,000135
9496;48,233062;192,168,80,187;202,67,42,206;;48,233062;48,233190;0,000128;-1,3E-05;0,000141;0,000154
9497;48,233190;192,168,80,187;202,67,42,206;;48,233190;48,233331;0,000141;-0,008701;0,008842;0,017543
9498;48,233331;192,168,80,187;202,67,42,206;;48,233331;48,242173;0,008842;0,00882;2,2E-05;-0,008798
9499;48,242173;202,67,42,206;192,168,80,187;;48,242173;48,242195;2,2E-05;8E-06;1,4E-05;6E-06
9500;48,242195;202,67,42,206;192,168,80,187;;48,242195;48,242209;1,4E-05;-0,000152;0,000166;0,000318
9501;48,242209;202,67,42,206;192,168,80,187;;48,242209;48,242375;0,000166;-8,6E-05;0,000252;0,000338
9502;48,242375;192,168,80,187;202,67,42,206;;48,242375;48,242627;0,000252;0,000107;0,000145;3,8E-05
9503;48,242627;192,168,80,187;202,67,42,206;;48,242627;48,242772;0,000145;-0,009504;0,009649;0,019153
9504;48,242772;192,168,80,187;202,67,42,206;;48,242772;48,252421;0,009649;0,009649;0;-0,009649
9505;48,252421;202,67,42,206;192,168,80,187;;48,252421;48,252421;0;-0,000281;0,000281;0,000562
9506;48,252421;202,67,42,206;192,168,80,187;;48,252421;48,252702;0,000281;0,000118;0,000163;4,5E-05
9507;48,252702;192,168,80,187;202,67,42,206;;48,252702;48,252865;0,000163;-0,007796;0,007959;0,015755
9508;48,252865;192,168,80,187;202,67,42,206;;48,252865;48,260824;0,007959;0,007959;0;-0,007959
9509;48,260824;202,67,42,206;192,168,80,187;;48,260824;48,260824;0;0;0;0
9510;48,260824;202,67,42,206;192,168,80,187;;48,260824;48,260824;0;0;0;0
9511;48,260824;202,67,42,206;192,168,80,187;;48,260824;48,260824;0;0;0;0
9512;48,260824;202,67,42,206;192,168,80,187;;48,260824;48,260824;0;0;0;0
9513;48,260824;202,67,42,206;192,168,80,187;;48,260824;48,260824;0;0;0;0
9514;48,260824;202,67,42,206;192,168,80,187;;48,260824;48,260824;0;0;0;0
9515;48,260824;202,67,42,206;192,168,80,187;;48,260824;48,260824;0;0;0;0
